source	target	value	LR_pair	model	tissue	strain	treatment	interaction_name	pathway_name	ligand	receptor	agonist	antagonist	co_A_receptor	co_I_receptor	evidence	annotation	interaction_name_2
Adipocyte	VSMC	0.0790524411065267	Lama4_ITGA1_ITGB1	Salt-sensitive	MSA	SS	HS 3d	Lama4_ITGA1_ITGB1	LAMININ	Lama4	ITGA1_ITGB1					KEGG: mmu04512	ECM-Receptor	Lama4 - (ITGA1_ITGB1)
Fibroblast	VSMC	0.0303784238412495	Lama4_ITGA1_ITGB1	Salt-sensitive	MSA	SS	HS 3d	Lama4_ITGA1_ITGB1	LAMININ	Lama4	ITGA1_ITGB1					KEGG: mmu04512	ECM-Receptor	Lama4 - (ITGA1_ITGB1)
VSMC	VSMC	0.0269694165870036	Lama4_ITGA1_ITGB1	Salt-sensitive	MSA	SS	HS 3d	Lama4_ITGA1_ITGB1	LAMININ	Lama4	ITGA1_ITGB1					KEGG: mmu04512	ECM-Receptor	Lama4 - (ITGA1_ITGB1)
Adipocyte	VSMC	0.0198805915936216	Lamc1_ITGA1_ITGB1	Salt-sensitive	MSA	SS	HS 3d	Lamc1_ITGA1_ITGB1	LAMININ	Lamc1	ITGA1_ITGB1					KEGG: mmu04512	ECM-Receptor	Lamc1 - (ITGA1_ITGB1)
Fibroblast	VSMC	0.0307658873292486	Lamc1_ITGA1_ITGB1	Salt-sensitive	MSA	SS	HS 3d	Lamc1_ITGA1_ITGB1	LAMININ	Lamc1	ITGA1_ITGB1					KEGG: mmu04512	ECM-Receptor	Lamc1 - (ITGA1_ITGB1)
EC	EC	0.281660392265298	Pecam1_Pecam1	Salt-sensitive	MSA	SS	HS 3d	Pecam1_Pecam1	PECAM1	Pecam1	Pecam1					KEGG: mmu04514	Cell-Cell Contact	Pecam1 - (Pecam1)
Adipocyte	Adipocyte	0.0284196462991706	Ptprm_Ptprm	Salt-sensitive	MSA	SS	HS 3d	Ptprm_Ptprm	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm - (Ptprm)
EC	Adipocyte	0.0959563745793817	Ptprm_Ptprm	Salt-sensitive	MSA	SS	HS 3d	Ptprm_Ptprm	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm - (Ptprm)
Adipocyte	EC	0.0959563745793817	Ptprm_Ptprm	Salt-sensitive	MSA	SS	HS 3d	Ptprm_Ptprm	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm - (Ptprm)
EC	EC	0.278056084135745	Ptprm_Ptprm	Salt-sensitive	MSA	SS	HS 3d	Ptprm_Ptprm	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm - (Ptprm)
NFO	Microglia	0.0236505373109043	Tgfb2_TGFbR1_R2	Salt-sensitive	HYP	SD	HS 3d	Tgfb2_TGFbR1_R2	TGFb	Tgfb2	TGFbR1_R2	TGFb agonist	TGFb antagonist		TGFb inhibition receptor	KEGG: mmu04350	Secreted Signaling	Tgfb2 - (TGFbR1_R2)
NFO	Astrocyte	0.0149235679621662	Bmp4_BMPR1B_BMPR2	Salt-sensitive	HYP	SD	HS 3d	Bmp4_BMPR1B_BMPR2	BMP	Bmp4	BMPR1B_BMPR2		BMP antagonist		BMP inhibition receptor	KEGG: mmu04350; PMID:26893264	Secreted Signaling	Bmp4 - (BMPR1B_BMPR2)
Excitatory neuron	Astrocyte	0.00655536024608456	Bmp6_BMPR1B_BMPR2	Salt-sensitive	HYP	SD	HS 3d	Bmp6_BMPR1B_BMPR2	BMP	Bmp6	BMPR1B_BMPR2		BMP antagonist		BMP inhibition receptor	KEGG: mmu04350; PMID:26893264	Secreted Signaling	Bmp6 - (BMPR1B_BMPR2)
Inhibitory neuron	Astrocyte	0.00794469033057241	Bmp6_BMPR1B_BMPR2	Salt-sensitive	HYP	SD	HS 3d	Bmp6_BMPR1B_BMPR2	BMP	Bmp6	BMPR1B_BMPR2		BMP antagonist		BMP inhibition receptor	KEGG: mmu04350; PMID:26893264	Secreted Signaling	Bmp6 - (BMPR1B_BMPR2)
Pericyte	Astrocyte	0.056573952684026	Bmp6_BMPR1B_BMPR2	Salt-sensitive	HYP	SD	HS 3d	Bmp6_BMPR1B_BMPR2	BMP	Bmp6	BMPR1B_BMPR2		BMP antagonist		BMP inhibition receptor	KEGG: mmu04350; PMID:26893264	Secreted Signaling	Bmp6 - (BMPR1B_BMPR2)
OPC	Astrocyte	0.00842909869807183	Tgfa_Egfr	Salt-sensitive	HYP	SD	HS 3d	Tgfa_Egfr	EGF	Tgfa	Egfr					KEGG: mmu04012	Secreted Signaling	Tgfa - (Egfr)
OPC	Pericyte	0.00738773119498192	Tgfa_Egfr	Salt-sensitive	HYP	SD	HS 3d	Tgfa_Egfr	EGF	Tgfa	Egfr					KEGG: mmu04012	Secreted Signaling	Tgfa - (Egfr)
Excitatory neuron	Astrocyte	0.15679602591566	Nrg1_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg1_Erbb4	NRG	Nrg1	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg1 - (Erbb4)
Inhibitory neuron	Astrocyte	0.230451307175935	Nrg1_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg1_Erbb4	NRG	Nrg1	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg1 - (Erbb4)
Pars tuberalis cell	Astrocyte	0.245732310953025	Nrg1_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg1_Erbb4	NRG	Nrg1	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg1 - (Erbb4)
Excitatory neuron	Excitatory neuron	0.0639038814522075	Nrg1_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg1_Erbb4	NRG	Nrg1	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg1 - (Erbb4)
Inhibitory neuron	Excitatory neuron	0.099048698815596	Nrg1_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg1_Erbb4	NRG	Nrg1	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg1 - (Erbb4)
Pars tuberalis cell	Excitatory neuron	0.106826055611315	Nrg1_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg1_Erbb4	NRG	Nrg1	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg1 - (Erbb4)
Excitatory neuron	Inhibitory neuron	0.0899744079226185	Nrg1_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg1_Erbb4	NRG	Nrg1	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg1 - (Erbb4)
Inhibitory neuron	Inhibitory neuron	0.137353279142244	Nrg1_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg1_Erbb4	NRG	Nrg1	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg1 - (Erbb4)
Pars tuberalis cell	Inhibitory neuron	0.147645439039211	Nrg1_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg1_Erbb4	NRG	Nrg1	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg1 - (Erbb4)
Excitatory neuron	Myelinating OL	0.17453427691045	Nrg1_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg1_Erbb4	NRG	Nrg1	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg1 - (Erbb4)
Inhibitory neuron	Myelinating OL	0.254011982161881	Nrg1_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg1_Erbb4	NRG	Nrg1	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg1 - (Erbb4)
Pars tuberalis cell	Myelinating OL	0.270306513588479	Nrg1_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg1_Erbb4	NRG	Nrg1	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg1 - (Erbb4)
Excitatory neuron	NFO	0.151363836110627	Nrg1_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg1_Erbb4	NRG	Nrg1	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg1 - (Erbb4)
Inhibitory neuron	NFO	0.223142629375535	Nrg1_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg1_Erbb4	NRG	Nrg1	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg1 - (Erbb4)
Pars tuberalis cell	NFO	0.238088940792083	Nrg1_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg1_Erbb4	NRG	Nrg1	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg1 - (Erbb4)
Excitatory neuron	OPC	0.150421062547863	Nrg1_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg1_Erbb4	NRG	Nrg1	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg1 - (Erbb4)
Inhibitory neuron	OPC	0.221869664484717	Nrg1_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg1_Erbb4	NRG	Nrg1	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg1 - (Erbb4)
Pars tuberalis cell	OPC	0.23675669683765	Nrg1_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg1_Erbb4	NRG	Nrg1	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg1 - (Erbb4)
Excitatory neuron	Premyelinating OL	0.154573093647324	Nrg1_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg1_Erbb4	NRG	Nrg1	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg1 - (Erbb4)
Inhibitory neuron	Premyelinating OL	0.227465842200728	Nrg1_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg1_Erbb4	NRG	Nrg1	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg1 - (Erbb4)
Pars tuberalis cell	Premyelinating OL	0.242611293454447	Nrg1_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg1_Erbb4	NRG	Nrg1	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg1 - (Erbb4)
Excitatory neuron	Tanycyte	0.0238433305763573	Nrg1_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg1_Erbb4	NRG	Nrg1	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg1 - (Erbb4)
Inhibitory neuron	Tanycyte	0.037847061808245	Nrg1_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg1_Erbb4	NRG	Nrg1	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg1 - (Erbb4)
Pars tuberalis cell	Tanycyte	0.0410377245092748	Nrg1_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg1_Erbb4	NRG	Nrg1	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg1 - (Erbb4)
Excitatory neuron	Astrocyte	0.112315337031313	Nrg2_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg2_Erbb4	NRG	Nrg2	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg2 - (Erbb4)
Inhibitory neuron	Astrocyte	0.116127375754336	Nrg2_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg2_Erbb4	NRG	Nrg2	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg2 - (Erbb4)
Excitatory neuron	Excitatory neuron	0.0443880734843895	Nrg2_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg2_Erbb4	NRG	Nrg2	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg2 - (Erbb4)
Inhibitory neuron	Excitatory neuron	0.0460141343304563	Nrg2_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg2_Erbb4	NRG	Nrg2	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg2 - (Erbb4)
Excitatory neuron	Inhibitory neuron	0.0630329525861696	Nrg2_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg2_Erbb4	NRG	Nrg2	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg2 - (Erbb4)
Inhibitory neuron	Inhibitory neuron	0.0652953589092809	Nrg2_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg2_Erbb4	NRG	Nrg2	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg2 - (Erbb4)
Excitatory neuron	Myelinating OL	0.125772094658854	Nrg2_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg2_Erbb4	NRG	Nrg2	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg2 - (Erbb4)
Inhibitory neuron	Myelinating OL	0.129973988606104	Nrg2_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg2_Erbb4	NRG	Nrg2	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg2 - (Erbb4)
Excitatory neuron	NFO	0.108226384831843	Nrg2_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg2_Erbb4	NRG	Nrg2	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg2 - (Erbb4)
Inhibitory neuron	NFO	0.111917139655748	Nrg2_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg2_Erbb4	NRG	Nrg2	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg2 - (Erbb4)
Excitatory neuron	OPC	0.10751825314695	Nrg2_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg2_Erbb4	NRG	Nrg2	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg2 - (Erbb4)
Inhibitory neuron	OPC	0.111187870059672	Nrg2_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg2_Erbb4	NRG	Nrg2	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg2 - (Erbb4)
Excitatory neuron	Premyelinating OL	0.110640272132334	Nrg2_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg2_Erbb4	NRG	Nrg2	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg2 - (Erbb4)
Inhibitory neuron	Premyelinating OL	0.1144027853412	Nrg2_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg2_Erbb4	NRG	Nrg2	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg2 - (Erbb4)
Excitatory neuron	Tanycyte	0.0163480809592298	Nrg2_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg2_Erbb4	NRG	Nrg2	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg2 - (Erbb4)
Inhibitory neuron	Tanycyte	0.0169651932996668	Nrg2_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg2_Erbb4	NRG	Nrg2	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg2 - (Erbb4)
Astrocyte	Astrocyte	0.23440510253789	Nrg3_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg3_Erbb4	NRG	Nrg3	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg3 - (Erbb4)
Excitatory neuron	Astrocyte	0.335248964750375	Nrg3_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg3_Erbb4	NRG	Nrg3	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg3 - (Erbb4)
Inhibitory neuron	Astrocyte	0.333567198107487	Nrg3_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg3_Erbb4	NRG	Nrg3	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg3 - (Erbb4)
NFO	Astrocyte	0.0648982920997437	Nrg3_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg3_Erbb4	NRG	Nrg3	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg3 - (Erbb4)
OPC	Astrocyte	0.285251659212462	Nrg3_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg3_Erbb4	NRG	Nrg3	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg3 - (Erbb4)
Pars tuberalis cell	Astrocyte	0.0684571094180848	Nrg3_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg3_Erbb4	NRG	Nrg3	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg3 - (Erbb4)
Tanycyte	Astrocyte	0.0866657316126722	Nrg3_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg3_Erbb4	NRG	Nrg3	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg3 - (Erbb4)
Astrocyte	Excitatory neuron	0.101044067531428	Nrg3_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg3_Erbb4	NRG	Nrg3	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg3 - (Erbb4)
Excitatory neuron	Excitatory neuron	0.156221640053307	Nrg3_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg3_Erbb4	NRG	Nrg3	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg3 - (Erbb4)
Inhibitory neuron	Excitatory neuron	0.15522824383584	Nrg3_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg3_Erbb4	NRG	Nrg3	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg3 - (Erbb4)
NFO	Excitatory neuron	0.0248457506263158	Nrg3_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg3_Erbb4	NRG	Nrg3	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg3 - (Erbb4)
OPC	Excitatory neuron	0.127790924335536	Nrg3_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg3_Erbb4	NRG	Nrg3	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg3 - (Erbb4)
Pars tuberalis cell	Excitatory neuron	0.0262699155395453	Nrg3_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg3_Erbb4	NRG	Nrg3	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg3 - (Erbb4)
Tanycyte	Excitatory neuron	0.0336628376896687	Nrg3_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg3_Erbb4	NRG	Nrg3	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg3 - (Erbb4)
Astrocyte	Inhibitory neuron	0.140000396917866	Nrg3_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg3_Erbb4	NRG	Nrg3	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg3 - (Erbb4)
Excitatory neuron	Inhibitory neuron	0.211447295192712	Nrg3_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg3_Erbb4	NRG	Nrg3	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg3 - (Erbb4)
Inhibitory neuron	Inhibitory neuron	0.210190204608297	Nrg3_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg3_Erbb4	NRG	Nrg3	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg3 - (Erbb4)
NFO	Inhibitory neuron	0.0355877175981811	Nrg3_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg3_Erbb4	NRG	Nrg3	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg3 - (Erbb4)
OPC	Inhibitory neuron	0.17505117057774	Nrg3_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg3_Erbb4	NRG	Nrg3	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg3 - (Erbb4)
Pars tuberalis cell	Inhibitory neuron	0.0376038710092142	Nrg3_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg3_Erbb4	NRG	Nrg3	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg3 - (Erbb4)
Tanycyte	Inhibitory neuron	0.0480290857346117	Nrg3_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg3_Erbb4	NRG	Nrg3	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg3 - (Erbb4)
Astrocyte	Myelinating OL	0.25823435810152	Nrg3_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg3_Erbb4	NRG	Nrg3	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg3 - (Erbb4)
Excitatory neuron	Myelinating OL	0.364449718470776	Nrg3_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg3_Erbb4	NRG	Nrg3	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg3 - (Erbb4)
Inhibitory neuron	Myelinating OL	0.362701392082054	Nrg3_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg3_Erbb4	NRG	Nrg3	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg3 - (Erbb4)
NFO	Myelinating OL	0.0731420108414972	Nrg3_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg3_Erbb4	NRG	Nrg3	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg3 - (Erbb4)
OPC	Myelinating OL	0.312142438944987	Nrg3_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg3_Erbb4	NRG	Nrg3	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg3 - (Erbb4)
Pars tuberalis cell	Myelinating OL	0.077115607384768	Nrg3_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg3_Erbb4	NRG	Nrg3	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg3 - (Erbb4)
Tanycyte	Myelinating OL	0.0973865004734913	Nrg3_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg3_Erbb4	NRG	Nrg3	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg3 - (Erbb4)
Astrocyte	NFO	0.227008021122541	Nrg3_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg3_Erbb4	NRG	Nrg3	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg3 - (Erbb4)
Excitatory neuron	NFO	0.326024742704052	Nrg3_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg3_Erbb4	NRG	Nrg3	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg3 - (Erbb4)
Inhibitory neuron	NFO	0.324366670073962	Nrg3_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg3_Erbb4	NRG	Nrg3	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg3 - (Erbb4)
NFO	NFO	0.0624142289870905	Nrg3_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg3_Erbb4	NRG	Nrg3	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg3 - (Erbb4)
OPC	NFO	0.276830210569176	Nrg3_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg3_Erbb4	NRG	Nrg3	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg3 - (Erbb4)
Pars tuberalis cell	NFO	0.0658464201141108	Nrg3_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg3_Erbb4	NRG	Nrg3	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg3 - (Erbb4)
Tanycyte	NFO	0.0834228223508244	Nrg3_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg3_Erbb4	NRG	Nrg3	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg3 - (Erbb4)
Astrocyte	OPC	0.225719412281441	Nrg3_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg3_Erbb4	NRG	Nrg3	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg3 - (Erbb4)
Excitatory neuron	OPC	0.324409955367637	Nrg3_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg3_Erbb4	NRG	Nrg3	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg3 - (Erbb4)
Inhibitory neuron	OPC	0.322756162330766	Nrg3_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg3_Erbb4	NRG	Nrg3	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg3 - (Erbb4)
NFO	OPC	0.0619850139588626	Nrg3_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg3_Erbb4	NRG	Nrg3	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg3 - (Erbb4)
OPC	OPC	0.275359532557221	Nrg3_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg3_Erbb4	NRG	Nrg3	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg3 - (Erbb4)
Pars tuberalis cell	OPC	0.0653952485850161	Nrg3_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg3_Erbb4	NRG	Nrg3	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg3 - (Erbb4)
Tanycyte	OPC	0.0828619020658916	Nrg3_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg3_Erbb4	NRG	Nrg3	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg3 - (Erbb4)
Astrocyte	Premyelinating OL	0.231383817508665	Nrg3_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg3_Erbb4	NRG	Nrg3	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg3 - (Erbb4)
Excitatory neuron	Premyelinating OL	0.331490677009529	Nrg3_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg3_Erbb4	NRG	Nrg3	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg3 - (Erbb4)
Inhibitory neuron	Premyelinating OL	0.329818409560435	Nrg3_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg3_Erbb4	NRG	Nrg3	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg3 - (Erbb4)
NFO	Premyelinating OL	0.0638795127545688	Nrg3_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg3_Erbb4	NRG	Nrg3	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg3 - (Erbb4)
OPC	Premyelinating OL	0.281816246889924	Nrg3_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg3_Erbb4	NRG	Nrg3	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg3 - (Erbb4)
Pars tuberalis cell	Premyelinating OL	0.0673864893650241	Nrg3_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg3_Erbb4	NRG	Nrg3	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg3 - (Erbb4)
Tanycyte	Premyelinating OL	0.0853364288609815	Nrg3_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg3_Erbb4	NRG	Nrg3	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg3 - (Erbb4)
Astrocyte	Tanycyte	0.0386624118060806	Nrg3_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg3_Erbb4	NRG	Nrg3	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg3 - (Erbb4)
Excitatory neuron	Tanycyte	0.0621292891005322	Nrg3_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg3_Erbb4	NRG	Nrg3	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg3 - (Erbb4)
Inhibitory neuron	Tanycyte	0.0616904710993077	Nrg3_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg3_Erbb4	NRG	Nrg3	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg3 - (Erbb4)
NFO	Tanycyte	0.0090339602863165	Nrg3_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg3_Erbb4	NRG	Nrg3	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg3 - (Erbb4)
OPC	Tanycyte	0.0498115175621205	Nrg3_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg3_Erbb4	NRG	Nrg3	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg3 - (Erbb4)
Pars tuberalis cell	Tanycyte	0.00956067521078774	Nrg3_Erbb4	Salt-sensitive	HYP	SD	HS 3d	Nrg3_Erbb4	NRG	Nrg3	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg3 - (Erbb4)
